id,user_id,source,campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,fbclid,gclid,msclkid,ttclid,meta_campaign_id,meta_adset_id,meta_ad_id,meta_creative_id,placement,lead_key_used,landing_path,referrer_url,client_ip,user_agent,raw_meta,assessment_started_at,identity_claimed_at,results_viewed_at,created_at,updated_at,club_id,landing_viewed_at
394,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238623885310765,PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeV8Fg_wkXyfkLQakmJFMASj3lHx8Ex0pQ95vcVN5s0hJr9WynMYDOeePPdoQ_aem_woQC6TfCnHykqwa_HMDDSg,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238623885310765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeV8Fg_wkXyfkLQakmJFMASj3lHx8Ex0pQ95vcVN5s0hJr9WynMYDOeePPdoQ_aem_woQC6TfCnHykqwa_HMDDSg,,81.135.247.157,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D127 Instagram 414.0.0.23.79 (iPhone15,3; iOS 26_3; en_GB; en-GB; scale=3.00; 1290x2796; IABMV/1; 868652560) NW/3 Safari/604.1","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238623885310765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeV8Fg_wkXyfkLQakmJFMASj3lHx8Ex0pQ95vcVN5s0hJr9WynMYDOeePPdoQ_aem_woQC6TfCnHykqwa_HMDDSg""}}",,,,2026-03-11 23:43:42.085671,2026-03-11 23:43:42.085671,1,2026-03-11 23:43:42.085671
395,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAae5Q2BWOlE2uOCo-O5hIWaMFRpVL7tRXh9dYvIv_tsTWmOQA-06JNZT5jTzVw_aem_Fyn6n5DJKqC52-K_xRLDxw,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAae5Q2BWOlE2uOCo-O5hIWaMFRpVL7tRXh9dYvIv_tsTWmOQA-06JNZT5jTzVw_aem_Fyn6n5DJKqC52-K_xRLDxw,http://instagram.com/,82.132.233.57,"Mozilla/5.0 (Linux; Android 14; SM-A236B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.186 Mobile Safari/537.36 Instagram 411.0.0.23.257 Android (34/14; 510dpi; 1080x2408; samsung; SM-A236B; a23xq; qcom; en_GB; 860442306; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAae5Q2BWOlE2uOCo-O5hIWaMFRpVL7tRXh9dYvIv_tsTWmOQA-06JNZT5jTzVw_aem_Fyn6n5DJKqC52-K_xRLDxw""}}",,,,2026-03-11 23:49:29.770615,2026-03-11 23:49:29.770615,1,2026-03-11 23:49:29.770615
396,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafHpGWMS7wwhvbL7Z1ME-Ya_i7fAw9VOYj1N2WJSNHtp2qaR-U3BCECFh-QYw_aem_HqBjviV5Gw3zAMJfeRSzbA,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafHpGWMS7wwhvbL7Z1ME-Ya_i7fAw9VOYj1N2WJSNHtp2qaR-U3BCECFh-QYw_aem_HqBjviV5Gw3zAMJfeRSzbA,http://instagram.com/,86.129.62.194,"Mozilla/5.0 (Linux; Android 16; SM-S911B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (36/16; 480dpi; 1080x2340; samsung; SM-S911B; dm1q; qcom; en_GB; 896334232; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafHpGWMS7wwhvbL7Z1ME-Ya_i7fAw9VOYj1N2WJSNHtp2qaR-U3BCECFh-QYw_aem_HqBjviV5Gw3zAMJfeRSzbA""}}",,,,2026-03-11 23:56:15.422745,2026-03-11 23:56:15.422745,1,2026-03-11 23:56:15.422745
397,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadrPjQem-AJAHFm8WyNEbsyNURTedEqI59anblOGHPvn3rROETm_-XcoCpYEw_aem_U5xa1T66K9_pw9xrYWBtRA,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadrPjQem-AJAHFm8WyNEbsyNURTedEqI59anblOGHPvn3rROETm_-XcoCpYEw_aem_U5xa1T66K9_pw9xrYWBtRA,http://instagram.com/,62.56.64.177,"Mozilla/5.0 (Linux; Android 16; SM-S906B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (36/16; 450dpi; 1080x2340; samsung; SM-S906B; g0s; s5e9925; en_GB; 896334232; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadrPjQem-AJAHFm8WyNEbsyNURTedEqI59anblOGHPvn3rROETm_-XcoCpYEw_aem_U5xa1T66K9_pw9xrYWBtRA""}}",,,,2026-03-12 00:04:57.65241,2026-03-12 00:04:57.65241,1,2026-03-12 00:04:57.65241
398,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadydKiGTLjSS-cTi7OOOZOjU1fpur87SHlv5y2d2j5gQQitrrgsXDoeI1CH9g_aem_ZJS4nSSTNXP0NRyp4irMxg,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadydKiGTLjSS-cTi7OOOZOjU1fpur87SHlv5y2d2j5gQQitrrgsXDoeI1CH9g_aem_ZJS4nSSTNXP0NRyp4irMxg,,2.122.40.251,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone13,2; iOS 26_3_1; en_GB; en-GB; scale=3.00; 1170x2532; IABMV/1; 895010607) Safari/604.1","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadydKiGTLjSS-cTi7OOOZOjU1fpur87SHlv5y2d2j5gQQitrrgsXDoeI1CH9g_aem_ZJS4nSSTNXP0NRyp4irMxg""}}",,,,2026-03-12 00:06:14.83985,2026-03-12 00:06:14.83985,1,2026-03-12 00:06:14.83985
399,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324542200765,PAZXh0bgNhZW0BMABhZGlkAassk6JO151zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae5l-nfjexeTyD7VJ1vgDWa37S1MQIGUEr7Zd6zV5fMWg_THaR0hNODJpXexg_aem_OzrnnfXz-ei0vyw4TEl0Xw,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324542200765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6JO151zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae5l-nfjexeTyD7VJ1vgDWa37S1MQIGUEr7Zd6zV5fMWg_THaR0hNODJpXexg_aem_OzrnnfXz-ei0vyw4TEl0Xw,https://instagram.com/,91.109.238.5,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23C71 Safari/604.1 Instagram 419.0.0.27.74 (iPhone13,1; iOS 26_2_1; en_GB; en-GB; scale=3.00; 1125x2436; IABMV/1; 895010607) NW/8","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324542200765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6JO151zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae5l-nfjexeTyD7VJ1vgDWa37S1MQIGUEr7Zd6zV5fMWg_THaR0hNODJpXexg_aem_OzrnnfXz-ei0vyw4TEl0Xw""}}",,,,2026-03-12 00:06:52.900578,2026-03-12 00:06:52.900578,1,2026-03-12 00:06:52.900578
400,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238623885310765,PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAackWwqlkSn8oQR67c671JNZjjAxo8RtlMTzSzo2Jg4UC65_JRHVqtCbyZnwOQ_aem_iagA63Vz1ChClnuJuZz2Fw,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238623885310765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAackWwqlkSn8oQR67c671JNZjjAxo8RtlMTzSzo2Jg4UC65_JRHVqtCbyZnwOQ_aem_iagA63Vz1ChClnuJuZz2Fw,,89.240.107.205,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22E252 Instagram 416.0.0.26.68 (iPhone12,1; iOS 18_4_1; en_GB; en-GB; scale=2.00; 828x1792; IABMV/1; 878272737) NW/3 Safari/604.1","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238623885310765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAackWwqlkSn8oQR67c671JNZjjAxo8RtlMTzSzo2Jg4UC65_JRHVqtCbyZnwOQ_aem_iagA63Vz1ChClnuJuZz2Fw""}}",,,,2026-03-12 00:26:55.279852,2026-03-12 00:26:55.279852,1,2026-03-12 00:26:55.279852
401,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w,http://m.facebook.com/,82.69.53.160,"Mozilla/5.0 (Linux; Android 12; SM-G973F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (31/12; 420dpi; 1080x2280; samsung; SM-G973F; beyond1; exynos9820; en_GB; 896334232; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w""}}",,,,2026-03-12 00:44:05.407819,2026-03-12 00:44:05.407819,1,2026-03-12 00:44:05.407819
402,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w,http://instagram.com/,82.69.53.160,"Mozilla/5.0 (Linux; Android 12; SM-G973F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (31/12; 420dpi; 1080x2280; samsung; SM-G973F; beyond1; exynos9820; en_GB; 896334232; IABMV/1) NV/7","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-kmVkX9NTceDbr8R10rp6aUB_ZZOL95sdQ0WsMYhAHeInzUteiosMuysALw_aem_II8f1TDJLGqoxSdgdXnh6w""}}",,,,2026-03-12 00:44:08.511416,2026-03-12 00:44:08.511416,1,2026-03-12 00:44:08.511416
403,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafVN7ZGODIUwdNnYgLv19AdBEsCFPtKklSM8z69_4SeEDAP9ZTSRtEKYNWvgA_aem_Y4jZVxRSV60e87Y6bkZnrQ,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafVN7ZGODIUwdNnYgLv19AdBEsCFPtKklSM8z69_4SeEDAP9ZTSRtEKYNWvgA_aem_Y4jZVxRSV60e87Y6bkZnrQ,,5.68.252.242,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23D8133 Instagram 419.0.0.27.74 (iPhone13,2; iOS 26_3_1; en_GB; en-GB; scale=3.00; 1170x2532; IABMV/1; 895010607) Safari/604.1","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAafVN7ZGODIUwdNnYgLv19AdBEsCFPtKklSM8z69_4SeEDAP9ZTSRtEKYNWvgA_aem_Y4jZVxRSV60e87Y6bkZnrQ""}}",,,,2026-03-12 00:45:12.749183,2026-03-12 00:45:12.749183,1,2026-03-12 00:45:12.749183
404,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238623885310765,PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-2rDAvX7gmi7eRbKDQDuzZrrQFHaTdQWAPZf2jPZpr2gOh02lySdJxKkl5g_aem__-xNicgmj58z8klrFHtH3w,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238623885310765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-2rDAvX7gmi7eRbKDQDuzZrrQFHaTdQWAPZf2jPZpr2gOh02lySdJxKkl5g_aem__-xNicgmj58z8klrFHtH3w,http://instagram.com/,90.209.250.28,"Mozilla/5.0 (Linux; Android 16; DNP-NX9 Build/HONORDNP-N39; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (36/16; 560dpi; 1280x2800; HONOR; DNP-NX9; HNDNPX; qcom; en_GB; 896334238; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238623885310765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac-2rDAvX7gmi7eRbKDQDuzZrrQFHaTdQWAPZf2jPZpr2gOh02lySdJxKkl5g_aem__-xNicgmj58z8klrFHtH3w""}}",,,,2026-03-12 01:03:29.681931,2026-03-12 01:03:29.681931,1,2026-03-12 01:03:29.681931
405,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238623885310765,PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacb9a3jhhvNGHCWWed_Gj-E7Whg7Z_5Lyf0whsHWK2ykqicliSXRLWHovYVpQ_aem_d_cVOXjlPZqX7XuIUXaP4g,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238623885310765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacb9a3jhhvNGHCWWed_Gj-E7Whg7Z_5Lyf0whsHWK2ykqicliSXRLWHovYVpQ_aem_d_cVOXjlPZqX7XuIUXaP4g,http://instagram.com/,192.41.125.254,"Mozilla/5.0 (Linux; Android 15; 2312DRA50I Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (35/15; 480dpi; 1220x2712; Xiaomi/Redmi; 2312DRA50I; garnet; qcom; en_IN; 896334232; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238623885310765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6KEZo1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacb9a3jhhvNGHCWWed_Gj-E7Whg7Z_5Lyf0whsHWK2ykqicliSXRLWHovYVpQ_aem_d_cVOXjlPZqX7XuIUXaP4g""}}",,,,2026-03-12 01:42:48.318109,2026-03-12 01:42:48.318109,1,2026-03-12 01:42:48.318109
406,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacTwI5Dv7VEV37foazQmlMiDk8TeXTryAePZGED6JaRS8qVdaDmux9TjxuslQ_aem_z-a0jWlGghTGO0fvAsXUBg,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacTwI5Dv7VEV37foazQmlMiDk8TeXTryAePZGED6JaRS8qVdaDmux9TjxuslQ_aem_z-a0jWlGghTGO0fvAsXUBg,http://instagram.com/,81.101.76.155,"Mozilla/5.0 (Linux; Android 16; SM-S926B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (36/16; 450dpi; 1080x2340; samsung; SM-S926B; e2s; s5e9945; en_GB; 896334232; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacTwI5Dv7VEV37foazQmlMiDk8TeXTryAePZGED6JaRS8qVdaDmux9TjxuslQ_aem_z-a0jWlGghTGO0fvAsXUBg""}}",,,,2026-03-12 01:59:17.672666,2026-03-12 01:59:17.672666,1,2026-03-12 01:59:17.672666
407,,instagram,assessment_launch,instagram,paid_social,assessment_launch,120238321957250765,120238324328080765,PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafEfc-Id0S1AdbNrVY5eSwPn96nzsm2fd13HH5l2QFzzA6ZuetHSg_jv3Firw_aem_8hvbG4jJJfUzjmcKpnv3fw,,,,,,,,,true,/ig/start?source=instagram&utm_source=instagram&utm_medium=paid_social&utm_campaign=assessment_launch&campaign=assessment_launch&utm_id=120238321957240765&utm_content=120238324328080765&utm_term=120238321957250765&fbclid=PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafEfc-Id0S1AdbNrVY5eSwPn96nzsm2fd13HH5l2QFzzA6ZuetHSg_jv3Firw_aem_8hvbG4jJJfUzjmcKpnv3fw,http://m.facebook.com/,90.213.44.45,"Mozilla/5.0 (Linux; Android 10; VOG-L29 Build/HUAWEIVOG-L29; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.154 Mobile Safari/537.36 Instagram 419.0.0.49.71 Android (29/10; 480dpi; 1080x2340; HUAWEI; VOG-L29; HWVOG; kirin980; en_GB; 896334170; IABMV/1)","{""utm"": {""utm_term"": ""120238321957250765"", ""utm_medium"": ""paid_social"", ""utm_source"": ""instagram"", ""utm_content"": ""120238324328080765"", ""utm_campaign"": ""assessment_launch""}, ""meta"": {""fbclid"": ""PAZXh0bgNhZW0BMABhZGlkAassk6Jy2l1zcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafEfc-Id0S1AdbNrVY5eSwPn96nzsm2fd13HH5l2QFzzA6ZuetHSg_jv3Firw_aem_8hvbG4jJJfUzjmcKpnv3fw""}}",,,,2026-03-12 01:59:22.428188,2026-03-12 01:59:22.428188,1,2026-03-12 01:59:22.428188
